"","n_FTA","unemployed","drug_abuse","n_violent_arrest","race","vprai","judge","pretrial_failure"
"1406",0,0,0,2,0,2,2,0
"1407",0,0,1,0,0,2,1,NA
"1408",0,0,0,0,1,2,2,0
"1409",0,0,0,3,1,2,1,NA
"1410",0,0,0,0,1,2,1,NA
"1411",0,0,0,0,0,2,2,0
"1412",0,0,0,0,0,2,2,0
"1413",0,0,0,0,1,2,2,0
"1414",0,0,1,4,0,2,2,0
"1415",0,0,0,0,1,2,2,0
"1416",1,0,1,0,1,2,1,NA
"1417",0,0,1,1,0,2,1,NA
"1418",0,0,1,1,0,2,1,NA
"1419",0,1,1,0,0,2,2,0
"1420",0,0,1,0,0,2,1,NA
"1421",0,0,0,0,1,2,1,NA
"1422",0,1,0,0,0,2,2,0
"1423",0,0,1,3,0,2,1,NA
"1424",0,0,1,0,1,2,2,0
"1425",0,0,0,0,1,2,1,NA
"1426",0,0,0,0,1,2,1,NA
"1427",0,0,0,0,0,2,1,NA
"1428",0,0,0,0,0,2,1,NA
"1429",0,1,0,3,0,2,2,0
"1430",2,0,1,0,1,1,1,NA
"1431",0,0,0,0,1,2,2,0
"1432",0,0,1,0,1,1,1,NA
"1433",0,0,0,0,1,2,1,NA
"1434",0,0,0,0,0,2,1,NA
"1435",1,0,0,0,1,2,2,0
"1436",0,0,0,0,0,2,1,NA
"1437",0,0,1,4,0,2,2,0
"1438",0,0,1,3,0,2,2,0
"1439",0,0,0,0,0,2,2,0
"1440",0,0,0,0,0,2,1,NA
"1441",0,0,1,4,0,1,1,NA
"1442",0,0,0,0,0,2,1,NA
"1443",0,0,0,4,0,2,2,0
"1444",0,1,1,0,0,2,1,NA
"1445",0,0,1,0,0,2,2,0
"1446",0,1,1,0,0,2,2,0
"1447",0,0,0,3,0,2,1,NA
"1448",0,0,0,5,1,2,2,0
"1449",0,0,0,1,1,2,1,NA
"1450",0,1,1,0,1,2,1,NA
"1451",0,0,0,7,1,2,2,0
"1452",0,0,1,5,1,1,1,NA
"1453",0,0,1,0,0,2,1,NA
"1454",0,1,1,0,1,1,2,1
"1455",0,0,1,4,1,1,1,NA
"1456",0,0,1,5,1,1,1,NA
"1457",0,0,0,3,1,2,2,0
"1458",0,0,0,0,1,2,1,NA
"1459",0,0,0,0,0,2,1,NA
"1460",0,0,0,0,1,2,2,0
"1461",0,0,1,3,0,2,2,0
"1462",0,0,0,2,0,2,2,0
"1463",1,1,1,5,1,2,1,NA
"1464",0,1,0,1,0,2,2,0
"1465",2,0,0,6,1,1,1,NA
"1466",0,0,1,0,1,2,1,NA
"1467",0,1,0,3,0,2,1,NA
"1468",0,0,1,3,1,2,2,0
"1469",0,0,1,0,1,2,2,0
"1470",0,1,0,1,1,1,1,NA
"1471",0,0,1,0,1,1,1,NA
"1472",0,0,1,3,1,2,2,0
"1473",0,0,0,5,0,2,2,0
"1474",1,0,1,0,1,2,1,NA
"1475",1,0,0,0,1,2,2,0
"1476",0,0,1,0,1,2,1,NA
"1477",0,1,1,0,0,1,1,NA
"1478",0,0,1,0,0,2,1,NA
"1479",2,0,1,3,0,2,1,NA
"1480",0,0,0,0,1,2,1,NA
"1481",0,1,1,3,0,1,2,1
"1482",0,1,1,3,0,1,1,NA
"1483",0,1,0,2,0,2,1,NA
"1484",0,1,1,2,1,2,1,NA
"1485",0,0,0,0,0,2,1,NA
"1486",0,0,0,0,1,2,1,NA
"1487",0,1,0,0,1,2,2,0
"1488",0,0,0,4,0,2,2,0
"1489",0,1,1,4,1,2,2,0
"1490",0,0,1,2,0,2,2,0
"1491",0,0,0,0,1,2,1,NA
"1492",0,0,0,0,1,2,1,NA
"1493",0,0,0,0,1,2,2,0
"1494",0,0,0,0,1,2,2,0
"1495",0,0,0,0,1,2,2,0
"1496",0,0,0,3,0,2,2,0
"1497",0,0,0,0,1,2,2,0
"1498",0,1,0,0,1,2,1,NA
"1499",0,0,0,3,0,2,1,NA
"1500",0,0,1,0,0,2,1,NA
"1501",0,1,0,0,0,2,2,0
"1502",0,1,0,0,0,2,1,NA
"1503",0,0,1,4,1,2,2,0
"1504",0,1,0,0,1,2,1,NA
"1505",0,0,0,0,1,2,1,NA
"1506",0,1,1,0,0,2,1,NA
"1507",0,0,0,4,0,2,1,NA
"1508",1,0,0,5,1,2,2,0
"1509",0,0,1,5,0,1,1,NA
"1510",0,0,0,2,0,2,2,0
"1511",0,1,0,0,0,2,2,0
"1512",0,0,0,0,0,2,2,0
"1513",0,1,0,0,1,2,1,NA
"1514",0,1,1,4,0,2,2,1
"1515",0,0,0,0,0,2,1,NA
"1516",0,0,0,0,0,2,2,0
"1517",0,0,0,0,0,2,2,0
"1518",0,1,0,0,0,2,2,0
"1519",0,0,0,0,1,2,1,NA
"1520",3,0,0,7,0,1,1,NA
"1521",0,0,0,0,1,2,1,NA
"1522",0,1,1,0,1,2,1,NA
"1523",2,1,0,3,0,2,1,NA
"1524",0,0,0,0,1,2,2,0
"1525",0,0,0,0,1,2,2,0
"1526",1,0,0,6,0,2,1,NA
"1527",0,0,0,6,1,2,1,NA
"1528",0,0,0,2,1,2,1,NA
"1529",0,0,0,0,0,2,2,0
"1530",0,1,0,0,0,2,2,0
"1531",0,0,0,3,0,2,1,NA
"1532",0,0,0,0,0,2,1,NA
"1533",0,0,0,4,0,2,1,NA
"1534",0,1,1,0,0,1,2,1
"1535",0,0,0,4,1,2,2,0
"1536",0,0,1,2,1,1,1,NA
"1537",0,1,1,0,0,2,2,0
"1538",0,0,0,0,0,2,1,NA
"1539",0,1,1,0,0,2,2,0
"1540",0,0,1,1,0,1,1,NA
"1541",0,0,0,0,1,2,2,0
"1542",0,1,1,0,1,2,2,0
"1543",0,0,0,1,1,2,1,NA
"1544",0,1,1,8,0,2,1,NA
"1545",0,0,0,0,1,2,2,0
"1546",0,0,0,0,0,2,1,NA
"1547",0,0,0,0,0,2,2,0
"1548",0,0,1,5,1,2,1,NA
"1549",0,1,0,0,1,2,2,0
"1550",0,0,0,0,0,2,2,0
"1551",0,0,0,0,0,2,1,NA
"1552",0,1,0,0,0,2,1,NA
"1553",0,0,1,5,1,1,2,1
"1554",0,0,0,0,0,2,1,NA
"1555",0,1,0,0,1,1,1,NA
"1556",0,0,1,5,1,2,2,0
"1557",0,0,0,0,1,2,2,0
"1558",0,0,0,6,1,2,2,0
"1559",1,1,0,0,0,1,1,NA
"1560",0,0,0,0,0,2,2,0
"1561",1,1,1,4,1,2,1,NA
"1562",1,0,0,2,0,2,1,NA
"1563",0,1,0,0,0,2,2,0
"1564",0,0,0,0,0,2,1,NA
"1565",0,0,1,0,0,2,2,0
"1566",0,0,0,0,0,2,2,0
"1567",0,0,1,3,0,2,1,NA
"1568",0,0,0,0,0,2,2,0
"1569",0,0,1,5,0,2,2,0
"1570",0,0,1,2,0,1,1,NA
"1571",0,0,0,5,0,2,2,0
"1572",0,0,0,0,1,2,1,NA
"1573",0,0,1,6,0,1,1,NA
"1574",0,1,0,0,0,2,2,0
"1575",0,0,0,6,1,2,1,NA
"1576",0,0,0,0,1,2,2,0
"1577",0,0,0,0,0,2,1,NA
"1578",0,0,0,5,0,2,1,NA
"1579",0,1,1,5,0,2,1,NA
"1580",0,0,1,1,0,1,1,NA
"1581",0,0,0,5,1,2,2,0
"1582",0,0,1,0,1,2,1,NA
"1583",0,0,0,0,1,1,1,NA
"1584",0,0,0,0,1,1,1,NA
"1585",0,0,0,0,1,2,1,NA
"1586",0,1,0,0,0,2,1,NA
"1587",0,0,0,0,1,2,2,0
"1588",0,0,0,3,0,2,2,0
"1589",0,1,0,2,0,2,1,NA
"1590",0,0,1,4,1,2,2,0
"1591",1,0,1,7,1,1,1,NA
"1592",1,0,0,0,0,1,2,1
"1593",0,0,0,2,0,2,2,0
"1594",1,0,0,0,1,2,1,NA
"1595",0,0,0,0,0,2,2,0
"1596",1,1,1,4,0,2,1,NA
"1597",0,1,0,0,1,2,1,NA
"1598",0,1,1,5,1,2,1,NA
"1599",0,0,0,3,0,2,1,NA
"1600",0,0,1,3,0,2,1,NA
"1601",0,0,1,1,0,2,2,0
"1602",0,0,1,0,1,2,1,NA
"1603",0,1,0,3,1,2,2,0
"1604",0,0,1,2,1,2,1,NA
"1605",0,0,1,0,0,2,1,NA
"1606",0,0,1,4,0,2,2,1
"1607",0,0,0,0,0,2,2,0
"1608",0,1,1,0,1,2,2,0
"1609",0,1,0,0,0,1,1,NA
"1610",0,0,0,0,0,2,1,NA
"1611",0,0,0,0,1,2,2,0
"1612",0,1,0,0,0,2,2,0
"1613",0,1,0,0,0,2,2,0
"1614",0,0,0,2,0,2,2,0
"1615",0,0,0,6,0,2,2,0
"1616",0,0,1,0,0,2,1,NA
"1617",2,0,1,7,0,2,2,0
"1618",0,0,0,0,1,2,2,0
"1619",0,0,1,5,1,2,2,0
"1620",0,1,0,0,0,2,2,0
"1621",0,1,0,2,1,2,2,0
"1622",0,0,0,0,0,2,2,0
"1623",0,1,0,0,1,2,1,NA
"1624",0,0,0,2,0,2,2,0
"1625",0,0,0,0,0,2,2,0
"1626",0,0,0,0,0,2,2,0
"1627",0,1,0,4,0,1,1,NA
"1628",0,0,0,0,1,2,2,0
"1629",0,0,0,0,0,2,2,0
"1630",0,1,0,0,0,2,2,0
"1631",0,0,1,1,0,2,2,0
"1632",0,1,0,0,0,2,2,0
"1633",0,0,0,0,1,2,2,0
"1634",0,0,0,0,0,2,2,0
"1635",0,0,1,0,0,2,1,NA
"1636",0,0,0,4,0,2,2,0
"1637",0,0,0,1,1,2,1,NA
"1638",0,0,0,2,1,2,1,NA
"1639",0,1,0,0,0,2,1,NA
"1640",0,0,0,0,0,2,2,0
"1641",0,1,0,0,0,2,1,NA
"1642",0,1,1,0,1,1,1,NA
"1643",0,0,1,0,0,1,1,NA
"1644",0,0,0,0,1,2,2,0
"1645",0,1,1,0,0,2,2,0
"1646",0,0,0,0,0,2,2,0
"1647",0,0,0,3,1,2,1,NA
"1648",0,0,0,5,0,2,2,0
"1649",0,0,0,0,0,2,1,NA
"1650",0,0,1,5,0,1,1,NA
"1651",0,0,0,4,0,2,1,NA
"1652",0,0,0,0,0,2,2,0
"1653",0,0,0,0,0,2,1,NA
"1654",0,0,0,2,1,2,2,0
"1655",0,0,1,3,0,2,2,0
"1656",0,1,1,5,0,2,1,NA
"1657",0,1,1,4,1,1,1,NA
"1658",0,0,0,0,0,2,2,0
"1659",0,0,0,3,0,2,2,0
"1660",0,1,1,0,1,2,1,NA
"1661",0,1,0,3,1,2,2,0
"1662",0,0,0,0,1,2,1,NA
"1663",0,0,0,3,0,2,1,NA
"1664",0,0,1,3,1,2,1,NA
"1665",0,1,1,3,0,2,2,0
"1666",0,0,1,4,0,2,2,0
"1667",0,0,0,4,0,2,2,0
"1668",0,0,0,0,0,2,2,0
"1669",0,1,1,5,0,2,1,NA
"1670",0,1,1,2,0,2,1,NA
"1671",0,1,1,0,1,2,2,0
"1672",0,0,0,3,0,2,2,0
"1673",0,1,0,0,0,2,1,NA
"1674",1,0,0,0,1,1,1,NA
"1675",0,0,1,0,0,2,2,0
"1676",0,0,0,0,1,2,1,NA
"1677",0,1,0,0,1,2,1,NA
"1678",0,0,0,0,0,2,2,0
"1679",0,0,1,0,1,2,2,0
"1680",3,1,1,4,0,2,1,NA
"1681",0,0,1,2,0,2,1,NA
"1682",0,0,0,0,0,2,1,NA
"1683",0,0,0,2,1,2,1,NA
"1684",0,0,0,0,1,2,2,0
"1685",0,0,1,3,0,2,2,1
"1686",0,0,0,0,0,2,1,NA
"1687",0,0,1,2,0,2,2,0
"1688",0,1,0,0,0,2,1,NA
"1689",0,0,0,2,0,2,1,NA
"1690",0,1,0,0,1,2,1,NA
"1691",0,1,0,0,1,2,1,NA
"1692",0,1,1,0,0,2,1,NA
"1693",0,0,0,0,1,2,1,NA
"1694",0,0,1,0,0,2,1,NA
"1695",0,0,0,3,1,2,1,NA
"1696",0,1,1,2,0,2,1,NA
"1697",1,1,0,6,1,1,1,NA
"1698",0,0,0,0,1,2,2,0
"1699",0,0,1,6,0,2,2,0
"1700",0,0,0,0,0,2,2,0
"1701",0,0,0,0,1,2,2,0
"1702",0,1,1,6,1,2,1,NA
"1703",0,0,1,0,1,2,2,0
"1704",0,0,0,3,0,1,1,NA
"1705",1,0,0,0,0,2,2,0
"1706",0,0,1,0,0,2,2,0
"1707",0,0,0,0,0,2,1,NA
"1708",0,0,0,0,0,1,1,NA
"1709",0,1,0,4,0,2,1,NA
"1710",0,0,0,0,1,2,2,0
"1711",0,0,1,3,0,2,1,NA
"1712",0,1,0,0,1,2,1,NA
"1713",0,0,0,5,0,2,1,NA
"1714",0,1,0,0,0,2,2,0
"1715",0,1,0,0,0,2,2,0
"1716",0,1,0,0,1,2,1,NA
"1717",0,0,0,3,1,2,1,NA
"1718",1,1,1,5,1,2,1,NA
"1719",0,0,0,0,1,1,1,NA
"1720",0,1,1,0,0,2,2,0
"1721",0,1,0,0,0,2,1,NA
"1722",0,0,0,0,0,2,2,0
"1723",0,0,0,0,0,2,1,NA
"1724",0,0,1,0,1,2,2,0
"1725",0,0,1,0,0,2,2,0
"1726",0,0,0,0,1,2,2,0
"1727",0,0,0,0,1,2,2,0
"1728",0,0,1,7,1,2,2,0
"1729",0,1,1,0,0,2,2,0
"1730",0,0,0,0,0,2,1,NA
"1731",0,0,1,0,0,2,1,NA
"1732",0,0,1,2,1,2,2,0
"1733",3,0,0,4,1,1,1,NA
"1734",0,1,0,0,1,2,2,0
"1735",0,1,0,0,1,2,1,NA
"1736",0,0,0,0,1,2,1,NA
"1737",0,0,1,0,0,2,2,0
"1738",0,0,0,0,1,2,1,NA
"1739",0,0,1,0,0,2,1,NA
"1740",0,1,0,0,0,2,2,0
"1741",0,0,0,0,0,2,2,0
"1742",0,0,1,3,0,2,1,NA
"1743",0,0,1,0,1,2,2,0
"1744",0,0,0,0,0,2,2,0
"1745",0,0,0,2,0,2,2,0
"1746",0,0,1,0,0,2,2,0
"1747",0,1,0,0,1,2,2,0
"1748",0,1,0,0,0,2,2,0
"1749",0,0,0,3,1,2,2,0
"1750",0,1,0,5,1,2,1,NA
"1751",0,0,0,0,0,2,1,NA
"1752",0,0,1,0,0,2,2,0
"1753",0,0,1,0,0,2,2,0
"1754",0,0,0,0,0,2,2,0
"1755",1,1,1,9,0,1,1,NA
"1756",0,0,1,0,0,2,2,1
"1757",0,1,0,2,0,2,2,0
"1758",0,0,1,0,0,2,2,0
"1759",0,0,1,4,1,1,1,NA
"1760",0,0,1,3,1,1,1,NA
"1761",0,0,0,0,0,2,2,0
"1762",1,1,0,4,1,2,1,NA
"1763",0,0,1,0,1,2,2,0
"1764",0,1,1,1,1,2,2,0
"1765",0,1,1,3,0,2,1,NA
"1766",0,0,0,0,0,2,1,NA
"1767",0,1,0,0,0,2,1,NA
"1768",0,0,0,0,0,2,2,0
"1769",2,1,0,2,0,1,1,NA
"1770",0,1,0,0,0,2,1,NA
"1771",0,0,0,0,1,2,1,NA
"1772",0,1,1,7,0,2,2,1
"1773",0,1,1,2,1,1,2,1
"1774",0,1,0,8,0,2,2,0
"1775",1,0,0,4,1,2,1,NA
"1776",0,0,1,4,1,2,2,0
"1777",0,1,1,2,1,2,2,0
"1778",0,1,0,0,0,2,2,0
"1779",0,0,0,0,0,2,2,0
"1780",0,0,0,5,0,2,1,NA
"1781",0,0,1,0,0,1,1,NA
"1782",0,0,0,4,1,2,2,0
"1783",0,0,0,0,0,2,2,0
"1784",0,0,1,0,1,2,2,0
"1785",0,0,0,0,0,2,2,0
"1786",0,0,0,0,0,2,2,0
"1787",0,0,1,0,0,2,1,NA
"1788",0,0,0,7,1,2,2,0
"1789",0,0,0,0,0,1,1,NA
"1790",0,1,1,0,0,2,2,0
"1791",0,0,0,0,0,2,2,0
"1792",0,1,1,4,1,2,1,NA
"1793",1,0,1,8,1,1,1,NA
"1794",0,0,1,0,0,2,2,0
"1795",0,0,0,0,0,2,2,0
"1796",0,1,0,0,0,2,2,0
"1797",0,0,0,0,0,2,1,NA
"1798",0,1,1,0,0,2,2,0
"1799",1,0,0,0,0,2,1,NA
"1800",0,0,0,0,0,2,2,0
"1801",0,1,0,0,1,2,1,NA
"1802",1,0,0,4,0,2,1,NA
"1803",0,0,0,0,0,2,2,0
"1804",0,0,0,6,1,2,2,0
"1805",0,0,0,5,1,2,2,0
"1806",0,0,0,0,0,2,1,NA
"1807",0,0,0,3,0,2,1,NA
"1808",0,0,1,0,1,1,1,NA
"1809",0,0,0,0,0,2,1,NA
"1810",0,0,1,5,1,2,2,0
"1811",0,0,0,0,0,2,1,NA
"1812",0,1,1,4,0,1,1,NA
"1813",0,0,0,0,0,2,1,NA
"1814",0,0,0,2,1,2,1,NA
"1815",0,0,0,2,1,2,1,NA
"1816",0,0,0,0,1,2,1,NA
"1817",0,0,0,2,0,2,2,0
"1818",0,0,1,3,1,1,1,NA
"1819",0,0,0,0,0,2,1,NA
"1820",0,1,0,0,1,2,1,NA
"1821",0,0,1,0,0,2,1,NA
"1822",0,0,1,4,0,1,1,NA
"1823",0,0,1,4,0,1,1,NA
"1824",0,0,0,0,0,2,2,0
"1825",0,0,1,0,0,1,2,1
"1826",0,1,1,0,0,2,2,1
"1827",0,0,0,0,0,2,2,0
"1828",0,0,0,0,1,2,2,0
"1829",0,0,0,0,0,2,2,0
"1830",0,1,1,0,1,2,1,NA
"1831",0,1,0,0,0,2,1,NA
"1832",0,1,1,0,0,2,1,NA
"1833",0,0,0,2,1,2,1,NA
"1834",0,0,0,3,1,2,2,0
"1835",0,0,1,0,1,2,2,0
"1836",0,0,1,1,0,2,2,0
"1837",0,0,0,0,0,2,2,0
"1838",0,0,0,2,0,2,1,NA
"1839",0,0,0,3,1,1,2,1
"1840",0,0,0,0,0,2,2,0
"1841",0,0,1,0,0,2,1,NA
"1842",0,1,0,1,1,2,2,0
"1843",0,0,0,0,0,2,1,NA
"1844",0,0,1,6,0,2,2,1
"1845",0,0,1,4,0,2,2,0
"1846",0,0,1,4,1,2,2,0
"1847",0,1,0,0,1,2,1,NA
"1848",0,0,0,4,1,2,1,NA
"1849",0,1,1,0,0,2,2,0
"1850",0,0,0,3,0,2,2,0
"1851",0,0,1,0,0,2,2,0
"1852",0,1,0,0,1,2,2,0
"1853",0,0,0,2,1,1,1,NA
"1854",0,1,0,3,0,2,2,0
"1855",0,0,0,0,1,2,1,NA
"1856",0,1,0,0,1,2,2,0
"1857",0,0,1,3,1,2,2,0
"1858",0,0,0,0,0,2,1,NA
"1859",0,0,1,4,0,2,2,0
"1860",0,1,1,0,1,2,2,0
"1861",0,1,1,0,0,1,1,NA
"1862",0,0,1,0,1,1,1,NA
"1863",0,0,0,2,0,2,2,0
"1864",0,0,0,0,1,2,2,0
"1865",0,1,1,0,0,2,1,NA
"1866",0,0,0,2,0,2,2,0
"1867",3,0,1,11,0,1,1,NA
"1868",0,0,0,3,0,2,1,NA
"1869",0,0,0,0,0,2,2,0
"1870",0,0,0,0,1,2,1,NA
"1871",0,0,0,0,1,2,1,NA
"1872",0,1,0,0,0,2,2,0
"1873",0,0,1,0,1,2,2,0
"1874",0,0,1,0,0,1,1,NA
"1875",0,1,1,3,0,2,1,NA
"1876",0,1,0,0,1,2,2,0
"1877",0,0,0,2,0,2,2,0
"1878",0,0,1,2,1,2,1,NA
"1879",0,0,1,0,0,2,2,0
"1880",0,1,0,0,0,2,2,0
"1881",0,0,0,0,1,2,1,NA
"1882",0,1,0,0,0,1,1,NA
"1883",0,0,0,0,1,2,2,0
"1884",0,0,0,1,0,2,2,0
"1885",0,1,0,6,1,1,2,1
"1886",0,0,1,6,1,1,1,NA
"1887",0,0,1,0,0,2,2,0
"1888",0,0,1,3,0,1,1,NA
"1889",0,0,0,0,1,2,1,NA
"1890",0,1,0,0,0,2,1,NA
"1891",0,1,1,7,1,2,2,0
"1892",0,1,1,0,1,1,2,1
"1893",0,0,1,0,1,2,2,0
"1894",0,0,0,0,0,2,1,NA
"1895",0,1,0,0,0,2,1,NA
"1896",0,0,0,3,1,2,1,NA
"1897",0,1,0,6,0,2,1,NA
"1898",0,0,1,5,1,1,1,NA
"1899",0,0,0,0,0,2,1,NA
"1900",0,0,0,0,1,2,1,NA
"1901",0,0,0,4,0,2,1,NA
"1902",0,0,0,2,1,2,2,0
"1903",0,0,0,3,0,2,1,NA
"1904",0,0,1,0,1,2,1,NA
"1905",0,0,0,4,0,2,2,0
"1906",1,1,0,5,0,1,2,1
"1907",0,0,1,0,0,2,1,NA
"1908",0,0,1,0,0,2,2,0
"1909",0,1,0,0,0,2,1,NA
"1910",0,0,0,7,0,2,2,0
"1911",0,0,1,7,0,2,1,NA
"1912",1,1,0,4,1,1,1,NA
"1913",0,0,0,0,0,2,2,1
"1914",0,0,0,3,1,2,1,NA
"1915",0,1,1,0,1,2,1,NA
"1916",0,0,0,0,1,2,2,0
"1917",0,1,0,5,0,2,2,0
"1918",0,1,1,2,0,2,2,0
"1919",0,0,0,0,1,2,1,NA
"1920",0,1,0,2,1,1,2,1
"1921",0,0,0,0,1,2,2,0
"1922",0,0,1,3,1,1,1,NA
"1923",0,1,0,0,1,2,1,NA
"1924",0,0,0,5,0,2,2,0
"1925",0,1,1,0,0,2,2,0
"1926",0,0,0,1,1,2,2,0
"1927",0,0,0,0,1,2,2,0
"1928",0,1,1,3,0,2,1,NA
"1929",0,0,1,0,0,2,2,0
"1930",1,0,0,3,1,2,1,NA
"1931",0,1,0,0,0,2,1,NA
"1932",0,1,1,2,0,2,2,1
"1933",0,0,0,0,0,2,1,NA
"1934",1,0,0,0,0,2,2,0
"1935",0,0,1,0,0,2,2,0
"1936",0,0,1,0,0,2,2,0
"1937",0,0,0,3,0,2,1,NA
"1938",0,0,0,0,0,2,2,0
"1939",0,0,1,6,0,2,1,NA
"1940",0,1,0,3,0,2,2,0
"1941",0,0,0,0,0,2,1,NA
"1942",0,1,0,2,0,2,2,0
"1943",0,0,0,0,0,2,2,1
"1944",1,0,0,2,0,2,2,0
"1945",1,0,0,5,0,1,1,NA
"1946",0,1,0,0,1,2,1,NA
"1947",0,1,0,0,0,2,2,0
"1948",0,0,1,0,0,2,1,NA
"1949",0,0,1,3,0,2,2,1
"1950",0,0,0,2,1,2,1,NA
"1951",0,0,0,0,1,2,1,NA
"1952",0,0,0,0,1,2,1,NA
"1953",1,0,1,4,1,1,1,NA
"1954",0,1,0,2,1,1,1,NA
"1955",0,1,0,0,1,2,2,0
"1956",2,0,0,3,0,1,1,NA
"1957",0,1,1,0,0,1,1,NA
"1958",0,0,0,0,1,2,2,0
"1959",0,0,0,0,0,2,2,0
"1960",0,1,0,6,1,2,2,0
"1961",0,0,0,0,0,2,2,0
"1962",0,0,0,0,1,2,1,NA
"1963",1,1,1,4,0,1,1,NA
"1964",0,0,0,0,0,2,2,0
"1965",0,1,1,0,1,1,1,NA
"1966",0,0,0,0,0,2,2,0
"1967",0,0,0,0,1,2,1,NA
"1968",0,1,1,0,0,2,2,0
"1969",0,1,0,0,0,2,2,0
"1970",0,1,0,5,0,2,2,0
"1971",0,0,0,0,0,2,2,0
"1972",0,1,0,2,1,2,1,NA
"1973",0,0,0,0,0,2,2,0
"1974",0,0,0,0,0,2,2,0
"1975",0,0,0,0,0,2,2,0
"1976",0,1,1,5,0,2,1,NA
"1977",1,1,1,7,0,2,1,NA
"1978",0,0,0,0,0,2,2,0
"1979",0,1,1,1,1,1,1,NA
"1980",0,0,0,0,0,2,1,NA
"1981",0,0,1,0,0,2,2,0
"1982",0,0,0,0,1,2,1,NA
"1983",1,0,0,0,0,2,2,0
"1984",0,0,0,0,1,2,2,0
"1985",0,1,1,0,0,2,2,0
"1986",0,0,0,0,0,2,1,NA
"1987",0,0,0,0,0,2,2,0
"1988",0,0,0,3,0,2,1,NA
"1989",1,0,1,4,1,1,1,NA
"1990",3,0,0,0,0,2,2,1
